0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
Central Elgin,36,42.67456,-81.16695,Agriculture,07/27/2015,2015,0,1,0,1,0,9,0,9,0,28,0,28,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"milkweed, dandelion, chicory, birdsfoot trefoil, spotted knapweed, crown vetch, Queen Anne's lace, red clover, sumac ","knapweed, clover ",,
Chatham-Kent,37,42.40626,-81.85917,Agriculture,06/26/2015,2015,0,1,0,1,1,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"birdsfoot trefoil, daisy, red clover","birdsfoot trefoil, red clover",,
Chatham-Kent,37,42.40626,-81.85917,Agriculture,08/05/2015,2015,0,0,1,1,0,1,1,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,0,0,1,12,13,0,0,0,0,0,0,0,0,0,0,0,"goldenrod, teasel, hoary vervain, Queen Anne's lace, daisy fleabane, thistle",,,
Kincardine,38,44.17793,-81.52945,Agriculture,06/04/2015,2015,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2,0,0,2,4,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"daisy fleabane, common fleabane, red clover, birdsfoot trefoil ","common fleabane, birdsfoot trefoil",,
Chatham-Kent,39,42.31164,-81.848815,Semi-natural remnant,06/26/2015,2015,0,0,0,0,1,13,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,,,,
Chatham-Kent,39,42.31164,-81.848815,Semi-natural remnant,08/05/2015,2015,0,3,1,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Hamilton,40, 43.286924,-79.906067,Semi-natural remnant,07/10/2015,2015,0,2,0,2,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Hamilton,40, 43.286924, -79.906067 ,Semi-natural remnant,09/23/2015,2015,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Central Wellington,41,43.782119, -80.282315,Agriculture,07/17/2015,2015,0,4,2,6,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Central Wellington,41, 43.782119 ,-80.282315,Agriculture,10/01/2015,2015,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
West Lincoln,42,43.096533,-79.537255,Agriculture,07/16/2015,2015,0,2,0,2,0,3,0,3,0,8,0,8,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
West Lincoln,42, 43.096533 , -79.537255,Agriculture,09/18/2015,2015,0,0,0,0,0,0,0,0,0,12,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Malahide,43,42.85958,-80.98357,Agriculture,06/25/2015,2015,1,2,0,3,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queen Anne's lace, thistle, teasel, goldenrod, cow vetch, chicory, red clover, sow thistle, yarrow, white sweet clover","Queen Anne's lace, thistle, teasel, goldenrod, cow vetch, chicory, red clover, sow thistle, yarrow, white sweet clover",,
Malahide,43,42.85958,-80.98357,Agriculture,08/17/2015,2015,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,"red clover,  cow vetch, crown vetch","red clover, cow vetch",,
Woolwich,44,43.509816,-80.483603,Semi-natural remnant,08/21/2015,2015,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Woolwich,44,43.509816, -80.483603 ,Semi-natural remnant,10/01/2015,2015,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
London,45,42.88065,-81.2609,Agriculture,06/22/2015,2015,0,1,0,1,1,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red clover, Queen Anne's lace, spotted knapweed, chicory, sweet white clover, dandelion, birdsfoot trefoil, milkweed, alfalfa, daisy fleabane","red clover, birdsfoot trefoil ",,
London,45,42.88065,-81.2609,Agriculture,07/27/2015,2015,1,3,1,5,0,5,1,6,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red clover, Queen Anne's lace, spotted knapweed, chicory, sweet white clover, dandelion, birdsfoot trefoil, milkweed, alfalfa, daisy fleabane","red clover, birdsfoot trefoil, knapweed",,
Hamilton,46,43.26718, -80.01329,Agriculture,07/10/2015,2015,0,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Hamilton,46,43.26718,-80.01329,Agriculture,09/23/2015,2015,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middlesex,1,43.107263,-81.285448,Agricultural,06/09/2016,2016,0,1,0,1,5,0,0,5,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"wild iris, dames rocket, daisy fleabane, cow vetch, birdsfoot trefoil",dames rocket,,
Middlesex,1,43.107263,-81.285448,Agricultural,08/17/2016,2016,0,1,1,2,0,1,0,1,0,20,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"teasel, goldenrod, thistle","teasel, thistle",,
Elgin,4,42.87079,-81.11372,Agricultural,06/24/2016,2016,0,11,0,11,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clover, birdsfoot trefoil, thistle, alfalfa, white clover, daisy, daisy fleabane",red clover,,
Elgin,4,42.87079,-81.11372,Agricultural,08/08/2016,2016,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clover, birdsfoot trefoil, knapweed, chicory, Queen Anne's lace, thistle, white clover, goldenrod","red clover, knapweed",,
Middlesex,5,42.64343,-81.7068,Semi-natural remnant,06/23/2016,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middlesex,5,42.64343,-81.7068,Semi-natural remnant,07/21/2016,2016,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mint leaf bee balm, daisy fleabane, hoary vervain, Jerusalem artichoke, clover, birdsfoot trefoil",hoary vervain,,
Oxford,7,43.13449,-80.77839,Semi-natural remnant,06/14/2016,2016,0,5,0,5,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"cow vetch, crown vetch, common daisy, daisy fleabane, sow thistle, dames rocket, bindweed, clover",birdsfoot trefoil,,
Oxford,7,43.13269,-80.78039,Semi-natural remnant,07/18/2016,2016,0,25,2,27,0,3,0,3,0,56,0,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"mint leaf bee balm, Queen Anne's lace, clover, crown vetch, daisy, daisy fleabane, black eyed susan, birdsfoot trefoil, cow vetch","mint leaf bee balm, crown vetch",,
Middlesex,9,42.823584,-81.149007,Semi-natural remnant,06/24/2016,2016,1,9,0,10,5,1,0,6,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"red clover, crown vetch, cow vetch, daisy, daisy fleabane, white clover",red clover,,
Middlesex,9,42.823584,-81.149007,Semi-natural remnant,08/18/2016,2016,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"red clover, knapweed, New England aster, Queen Anne's lace, crown vetch, cow vetch, joe pye weed, goldenrod, daisy fleabane, white clover, teasel","red clover, crown vetch, joe pye weed",,
Perth,10,43.254845,-81.027842,Semi-natural remnant,07/04/2016,2016,0,1,0,1,1,18,0,19,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"milkweed, thistle, clover, daisy, daisy fleabane, black eyed susan, Jerusalem artichoke","milkweed, thistle",,
Perth,10,43.254845,-81.027842,Semi-natural remnant,07/26/2016,2016,0,0,0,0,0,1,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thistle, daisy fleabane, burdock, yarrow, boneset, Queen Anne's lace, hoary vervain",,,
Elgin,11,42.63372,-81.49124,Agricultural,06/23/2016,2016,0,6,0,6,1,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"crown vetch, thistle, clover, white clover, daisy fleabane","crown vetch, clover",,
Middlesex,12,43.046466,-81.182098,Semi-natural remnant,06/27/2016,2016,0,9,0,9,3,22,0,25,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"crown vetch, milkweed, boneset, hairy puccoon",,,
Middlesex,12,43.046466,-81.182098,Semi-natural remnant,08/18/2016,2016,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"crown vetch, Queen Anne's lace, goldenrod, daisy fleabane, viper's bugloss, St. John's wort",crown vetch,,
Niagara,13,43.216872,-79.629414,Semi-natural remnant,07/06/2016,2016,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Niagara,13,43.216872,-79.629414,Semi-natural remnant,08/17/2016,2016,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Middlesex,14,42.70056,-81.66357,Agricultural,06/23/2016,2016,0,6,0,6,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"crown vetch, thistle, birdsfoot trefoil",crown vetch,,
Middlesex,14,42.70056,-81.66357,Agricultural,07/21/2016,2016,0,8,0,8,0,8,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"crown vetch, thistle, sow thistle",crown vetch,,
Perth,15,43.42461,-81.41257,Agricultural,07/12/2016,2016,1,0,1,2,2,1,0,3,0,0,0,0,0,0,0,0,0,12,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"milkweed, birdsfoot trefoil, yarrow, thistle, daisy, daisy fleabane, clover, cow vetch, Queen Anne's lace",birdsfoot trefoil,,
Perth,15,43.42461,-81.41257,Agricultural,08/03/2016,2016,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,1,2,0,3,0,3,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clover, knapweed, cow vetch, Queen Anne's lace","clover, knapweed, cow vetch",,
Essex,16,42.04156,-82.51369,Semi-natural remnant,07/05/2016,2016,0,0,0,0,0,28,0,28,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"birdsfoot trefoil, clover, thistle, white clover, milkweed",birdsfoot trefoil,,
Essex,16,42.04156,-82.51369,Semi-natural remnant,08/04/2016,2016,0,0,0,0,0,10,0,10,0,8,0,8,0,2,0,2,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"birdsfoot trefoil, Queen Anne's lace, clover, daisy fleabane, thistle, goldenrod","birdsfoot trefoil, Queen Anne's lace, clover",,
Oxford,17,43.18536,-80.7074,Agricultural,06/14/2016,2016,1,0,0,1,2,2,0,4,5,0,0,5,0,0,0,0,0,0,0,0,1,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"cow vetch, clover, crown vetch, common daisy, daisy fleabane",cow vetch,,
Oxford,17,43.18536,-80.7074,Agricultural,07/18/2016,2016,0,16,2,18,0,0,0,0,1,7,0,8,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mint leaf bee balm, black eyed susan, daisy fleabane, Queen Anne's lace, cow vetch, clover",mint leaf bee balm ,,
Elgin,18,42.604745,-81.440565,Agricultural,07/21/2016,2016,0,11,13,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mint leaf bee balm, sow thistle",mint leaf bee balm,,
Middlesex,19,42.956126,-81.435137,Semi-natural remnant,07/11/2016,2016,0,14,0,14,0,10,0,10,1,4,0,5,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"crown vetch, teasel, knapweed, birdsfoot trefoil, daisy, daisy fleabane, viper's bugloss, Queen Anne's lace","crown vetch, teasel",,
Middlesex,20,42.9127,-80.95134,Semi-natural remnant,06/27/2016,2016,0,1,0,1,3,12,0,15,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"milkweed, clover, daisy, thistle, daisy fleabane, St. John's wort, birdsfoot trefoil","milkweed, clover",,
Middlesex,20,42.9127,-80.95134,Semi-natural remnant,08/08/2016,2016,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clover, teasel, Queen Anne's lace, daisy fleabane, birdsfoot trefoil, goldenrod","clover, teasel",,
Essex,21,42.0508,-82.57956,Agricultural,07/05/2016,2016,1,5,0,6,0,15,0,15,0,11,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"crown vetch, clover, Queen Anne's lace, yellow sweet clover, white clover, chicory","crown vetch, clover",,
Essex,21,42.0508,-82.57956,Agricultural,08/04/2016,2016,0,1,0,1,0,6,0,6,0,11,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"crown vetch, sow thistle, Queen Anne's lace, daisy fleabane","crown vetch, sow thistle, Queen Anne's lace",,
Middlesex,22,43.198093,-81.428154,Semi-natural remnant,07/12/2016,2016,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"milkweed, birdsfoot trefoil, yarrow, thistle, daisy, daisy fleabane, clover, cow vetch, Queen Anne's lace",birdsfoot trefoil,,
Middlesex,22,43.198093,-81.428154,Semi-natural remnant,08/17/2016,2016,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cow vetch, teasel, chicory, birdsfoot trefoil, Queen Anne's lace, bindweed, white sweet clover, daisy fleabane, goldenrod",birdsfoot trefoil,,
Middlesex,23,43.74675,-81.63142,Agricultural,08/03/2016,2016,0,0,0,0,0,0,0,0,0,8,0,8,0,1,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"knapweed, clover, chicory, birdsfoot trefoil, Queen Anne's lace, goldenrod","chicory, knapweed, birdsfoot trefoil, clover",,
